timestamp,userid,movieid,minute_watched
1698607378110560307,2023-10-29T15:22:58,423208,the+lord+of+the+rings+the+return+of+the+king+2003,29
1698607378110555270,2023-10-29T15:22:58,100849,the+human+comedy+1943,52
1698607378110488656,2023-10-29T15:22:58,311840,the+lord+of+the+rings+the+two+towers+2002,68
1698607378110482108,2023-10-29T15:22:58,230273,the+shawshank+redemption+1994,16
1698607378110475625,2023-10-29T15:22:58,216678,one+flew+over+the+cuckoos+nest+1975,29
1698607378105505271,2023-10-29T15:22:58,419070,my+life+as+a+dog+1985,86
1698607378105452427,2023-10-29T15:22:58,320287,inception+2010,71
1698607378104057561,2023-10-29T15:22:58,227312,lost+in+austen+2008,143
1698607378102836925,2023-10-29T15:22:58,132818,seven+samurai+1954,128
1698607378102830271,2023-10-29T15:22:58,17873,the+lord+of+the+rings+the+return+of+the+king+2003,186
1698607378102825597,2023-10-29T15:22:58,78870,quigley+down+under+1990,25
1698607378102821386,2023-10-29T15:22:58,7222,the+lord+of+the+rings+the+return+of+the+king+2003,116
1698607378102817893,2023-10-29T15:22:58,467318,dead+souls+2012,5
1698607378102671047,2023-10-29T15:22:58,393766,seven+samurai+1954,20
1698607378102661749,2023-10-29T15:22:58,488079,pulp+fiction+1994,71
1698607378102655917,2023-10-29T15:22:58,435742,the+lord+of+the+rings+the+return+of+the+king+2003,75
1698607378102650668,2023-10-29T15:22:58,575416,the+lord+of+the+rings+the+two+towers+2002,126
1698607378102643249,2023-10-29T15:22:58,64342,queen+margot+1994,68
1698607378100986141,2023-10-29T15:22:58,9770,pulp+fiction+1994,155
1698607378100826001,2023-10-29T15:22:58,69779,the+lord+of+the+rings+the+return+of+the+king+2003,188
1698607378099468904,2023-10-29T15:22:58,564265,the+lord+of+the+rings+the+return+of+the+king+2003,165
1698607378097714983,2023-10-29T15:22:58,187041,true+lies+1994,35
1698607378097578901,2023-10-29T15:22:58,469128,pulp+fiction+1994,59
1698607378097383542,2023-10-29T15:22:58,80813,the+fallen+2004,19
1698607378097304509,2023-10-29T15:22:58,349349,the+lord+of+the+rings+the+return+of+the+king+2003,98
1698607378097257800,2023-10-29T15:22:58,139717,inglourious+basterds+2009,130
1698607378097201816,2023-10-29T15:22:58,250504,the+lord+of+the+rings+the+two+towers+2002,163
1698607378097193220,2023-10-29T15:22:58,234759,el+padrecito+1964,110
1698607378097187513,2023-10-29T15:22:58,151331,pulp+fiction+1994,12
1698607378097180097,2023-10-29T15:22:58,60093,a+town+called+hell+1971,66
1698607378096898322,2023-10-29T15:22:58,480959,the+visit+2000,104
1698607378096876613,2023-10-29T15:22:58,370496,seven+samurai+1954,134
1698607378096858629,2023-10-29T15:22:58,320089,the+lord+of+the+rings+the+two+towers+2002,58
1698607378094484566,2023-10-29T15:22:58,107919,whiplash+2014,63
1698607378094144468,2023-10-29T15:22:58,202463,whiplash+2014,63
1698607378094120418,2023-10-29T15:22:58,199628,pulp+fiction+1994,4
1698607378094102085,2023-10-29T15:22:58,492976,two+for+the+road+1967,60
1698607378091018474,2023-10-29T15:22:58,248154,keeping+mum+2005,23
1698607378088398909,2023-10-29T15:22:58,410114,the+lord+of+the+rings+the+two+towers+2002,31
1698607378088303537,2023-10-29T15:22:58,214602,the+lord+of+the+rings+the+two+towers+2002,46
1698607378088215050,2023-10-29T15:22:58,389006,the+lord+of+the+rings+the+return+of+the+king+2003,149
1698607378088107128,2023-10-29T15:22:58,14666,the+ruling+class+1972,30
1698607378088023362,2023-10-29T15:22:58,512658,the+lord+of+the+rings+the+return+of+the+king+2003,167
1698607378087949666,2023-10-29T15:22:58,504822,whiplash+2014,43
1698607378087825967,2023-10-29T15:22:58,567230,interstellar+2014,117
1698607378087795750,2023-10-29T15:22:58,396780,the+lord+of+the+rings+the+two+towers+2002,172
1698607378087705594,2023-10-29T15:22:58,378145,the+lord+of+the+rings+the+two+towers+2002,94
1698607378087680028,2023-10-29T15:22:58,372239,savages+2012,99
1698607378087642398,2023-10-29T15:22:58,388539,the+lord+of+the+rings+the+two+towers+2002,7
1698607378087612728,2023-10-29T15:22:58,203665,whiplash+2014,9
1698607378087569572,2023-10-29T15:22:58,135473,sex+and+lucia+2001,24
1698607378087557182,2023-10-29T15:22:58,426742,the+lord+of+the+rings+the+two+towers+2002,130
1698607378087545032,2023-10-29T15:22:58,373366,whiplash+2014,72
1698607378087532929,2023-10-29T15:22:58,470271,seven+samurai+1954,55
1698607378087245951,2023-10-29T15:22:58,13159,the+lord+of+the+rings+the+two+towers+2002,32
1698607378087219394,2023-10-29T15:22:58,108950,the+whole+wide+world+1996,107
1698607378087205564,2023-10-29T15:22:58,480417,whiplash+2014,66
1698607378084236552,2023-10-29T15:22:58,31405,the+lord+of+the+rings+the+two+towers+2002,101
1698607378082596854,2023-10-29T15:22:58,203801,the+lord+of+the+rings+the+return+of+the+king+2003,120
1698607378081859866,2023-10-29T15:22:58,317916,the+lord+of+the+rings+the+return+of+the+king+2003,113
1698607378081769573,2023-10-29T15:22:58,325845,interstellar+2014,156
1698607378081682881,2023-10-29T15:22:58,455139,the+lord+of+the+rings+the+return+of+the+king+2003,125
1698607378081591827,2023-10-29T15:22:58,151468,whiplash+2014,62
1698607378081474225,2023-10-29T15:22:58,365163,incident+at+oglala+1992,45
1698607378081389489,2023-10-29T15:22:58,291339,the+misadventures+of+margaret+1998,55
1698607378081360486,2023-10-29T15:22:58,366652,whiplash+2014,31
1698607378081329916,2023-10-29T15:22:58,211776,interstellar+2014,78
1698607378081301339,2023-10-29T15:22:58,570561,cinderella+2015,94
1698607378081285610,2023-10-29T15:22:58,71284,the+lord+of+the+rings+the+two+towers+2002,118
1698607378081272363,2023-10-29T15:22:58,382869,the+lord+of+the+rings+the+two+towers+2002,83
1698607378079480918,2023-10-29T15:22:58,145767,one+flew+over+the+cuckoos+nest+1975,86
1698607378079454135,2023-10-29T15:22:58,161488,the+sicilian+clan+1969,14
1698607378079412502,2023-10-29T15:22:58,222059,the+lord+of+the+rings+the+two+towers+2002,90
1698607378079378333,2023-10-29T15:22:58,326719,pulp+fiction+1994,84
1698607378079349240,2023-10-29T15:22:58,534379,the+dark+knight+rises+2012,84
1698607378079337223,2023-10-29T15:22:58,192220,seven+samurai+1954,145
1698607378079331056,2023-10-29T15:22:58,211455,one+flew+over+the+cuckoos+nest+1975,95
1698607378079325971,2023-10-29T15:22:58,246005,the+lord+of+the+rings+the+return+of+the+king+2003,28
1698607378079321023,2023-10-29T15:22:58,352600,the+lord+of+the+rings+the+two+towers+2002,32
1698607378078011723,2023-10-29T15:22:58,379681,the+lord+of+the+rings+the+return+of+the+king+2003,50
1698607378077553380,2023-10-29T15:22:58,123424,the+lord+of+the+rings+the+return+of+the+king+2003,46
1698607378075062347,2023-10-29T15:22:58,514165,one+flew+over+the+cuckoos+nest+1975,117
1698607378075059274,2023-10-29T15:22:58,555277,the+lord+of+the+rings+the+two+towers+2002,47
1698607378075006964,2023-10-29T15:22:58,393002,pulp+fiction+1994,59
1698607378074992768,2023-10-29T15:22:58,129980,the+lord+of+the+rings+the+return+of+the+king+2003,131
1698607378074974358,2023-10-29T15:22:58,494728,kosmos+2010,80
1698607378074945218,2023-10-29T15:22:58,147348,the+lord+of+the+rings+the+two+towers+2002,140
1698607378074931441,2023-10-29T15:22:58,229335,the+hobbit+an+unexpected+journey+2012,169
1698607378074917364,2023-10-29T15:22:58,327564,the+lord+of+the+rings+the+two+towers+2002,96
1698607378074906498,2023-10-29T15:22:58,159409,nightcrawler+2014,73
1698607378074823284,2023-10-29T15:22:58,53211,pulp+fiction+1994,80
1698607378074802317,2023-10-29T15:22:58,557118,interstellar+2014,5
1698607378074746475,2023-10-29T15:22:58,209994,seven+samurai+1954,122
1698607378074725400,2023-10-29T15:22:58,102587,the+dark+knight+2008,141
1698607378074718514,2023-10-29T15:22:58,427678,pulp+fiction+1994,74
1698607378074708226,2023-10-29T15:22:58,391187,pulp+fiction+1994,68
1698607378074701688,2023-10-29T15:22:58,280511,the+lord+of+the+rings+the+two+towers+2002,125
1698607378074695304,2023-10-29T15:22:58,292577,whiplash+2014,82
1698607378074690564,2023-10-29T15:22:58,434030,interstellar+2014,100
1698607378072169461,2023-10-29T15:22:58,198914,the+lord+of+the+rings+the+return+of+the+king+2003,81
1698607378072154918,2023-10-29T15:22:58,48648,the+lord+of+the+rings+the+two+towers+2002,4
1698607378071813673,2023-10-29T15:22:58,453701,the+lord+of+the+rings+the+two+towers+2002,33
1698607378071790953,2023-10-29T15:22:58,261615,interstellar+2014,109
1698607378062935271,2023-10-29T15:22:58,503318,fight+club+1999,124
1698607378053563535,2023-10-29T15:22:58,415840,the+fault+in+our+stars+2014,102
1698607378053548202,2023-10-29T15:22:58,59741,my+neighbor+totoro+1988,18
1698607378053543418,2023-10-29T15:22:58,169554,the+lord+of+the+rings+the+two+towers+2002,79
1698607378053535158,2023-10-29T15:22:58,484930,pocahontas+1995,77
1698607378053527026,2023-10-29T15:22:58,562968,the+hobbit+the+battle+of+the+five+armies+2014,123
1698607378053521585,2023-10-29T15:22:58,466552,pulp+fiction+1994,99
1698607378053513829,2023-10-29T15:22:58,462941,whiplash+2014,63
1698607378053500559,2023-10-29T15:22:58,241708,harry+potter+and+the+chamber+of+secrets+2002,69
1698607378053491403,2023-10-29T15:22:58,92875,the+godfather+1972,34
1698607378053489811,2023-10-29T15:22:58,553669,his+kind+of+woman+1951,3
1698607378053468924,2023-10-29T15:22:58,543259,the+hobbit+an+unexpected+journey+2012,1
1698607378053409271,2023-10-29T15:22:58,301840,the+lord+of+the+rings+the+return+of+the+king+2003,181
1698607378053402903,2023-10-29T15:22:58,320500,the+lord+of+the+rings+the+return+of+the+king+2003,83
1698607378053395678,2023-10-29T15:22:58,70206,interstellar+2014,103
1698607378047457604,2023-10-29T15:22:58,337511,the+river+wild+1994,89
1698607378046459214,2023-10-29T15:22:58,71611,whiplash+2014,4
1698607378046439655,2023-10-29T15:22:58,261646,watchmen+2009,102
1698607378046432429,2023-10-29T15:22:58,328076,one+flew+over+the+cuckoos+nest+1975,82
1698607378046416278,2023-10-29T15:22:58,313715,the+way+back+2010,128
1698607378046411094,2023-10-29T15:22:58,237233,master+and+commander+the+far+side+of+the+world+2003,39
1698607378046407369,2023-10-29T15:22:58,285352,the+lord+of+the+rings+the+two+towers+2002,160
1698607378046189043,2023-10-29T15:22:58,64412,the+lord+of+the+rings+the+return+of+the+king+2003,130
1698607378046170010,2023-10-29T15:22:58,30781,the+lord+of+the+rings+the+return+of+the+king+2003,88
1698607378046162851,2023-10-29T15:22:58,342468,election+1999,56
1698607378046153158,2023-10-29T15:22:58,96565,wolf+1994,79
1698607378046144364,2023-10-29T15:22:58,486894,interstellar+2014,67
1698607378046139172,2023-10-29T15:22:58,45384,gozu+2003,93
1698607378046134481,2023-10-29T15:22:58,127789,interstellar+2014,54
1698607378044558173,2023-10-29T15:22:58,123599,the+lord+of+the+rings+the+two+towers+2002,136
1698607378044545102,2023-10-29T15:22:58,131733,murder+on+a+sunday+morning+2001,65
1698607378044537036,2023-10-29T15:22:58,358143,pulp+fiction+1994,16
1698607378044465007,2023-10-29T15:22:58,232816,the+lord+of+the+rings+the+two+towers+2002,43
1698607378044460964,2023-10-29T15:22:58,225066,the+dark+knight+2008,40
1698607378042936734,2023-10-29T15:22:58,252974,the+lord+of+the+rings+the+return+of+the+king+2003,187
1698607378042882067,2023-10-29T15:22:58,538206,one+flew+over+the+cuckoos+nest+1975,52
1698607378042833981,2023-10-29T15:22:58,538963,the+lord+of+the+rings+the+two+towers+2002,123
1698607378042826756,2023-10-29T15:22:58,225007,pulp+fiction+1994,11
1698607378042806813,2023-10-29T15:22:58,7696,porn+theater+2002,79
1698607378042800115,2023-10-29T15:22:58,234041,the+lord+of+the+rings+the+two+towers+2002,65
1698607378042792795,2023-10-29T15:22:58,569546,the+lord+of+the+rings+the+two+towers+2002,75
1698607378042787472,2023-10-29T15:22:58,85148,king+ordinary+2013,19
1698607378042770559,2023-10-29T15:22:58,413744,the+shining+1980,40
1698607378042767624,2023-10-29T15:22:58,34878,pulp+fiction+1994,110
1698607378042760516,2023-10-29T15:22:58,370937,the+story+of+maths+2008,50
1698607378042650825,2023-10-29T15:22:58,485618,one+flew+over+the+cuckoos+nest+1975,75
1698607378042645738,2023-10-29T15:22:58,475075,an+american+werewolf+in+london+1981,51
1698607378042641112,2023-10-29T15:22:58,429325,pulp+fiction+1994,9
1698607378041000331,2023-10-29T15:22:58,172472,avatar+2009,29
1698607378040784653,2023-10-29T15:22:58,374346,the+lord+of+the+rings+the+two+towers+2002,158
1698607378039056483,2023-10-29T15:22:58,489873,interstellar+2014,130
1698607378039050742,2023-10-29T15:22:58,183053,yojimbo+1961,52
1698607378039037820,2023-10-29T15:22:58,84863,the+lord+of+the+rings+the+two+towers+2002,132
1698607378039016033,2023-10-29T15:22:58,325572,the+lord+of+the+rings+the+return+of+the+king+2003,188
1698607378039010262,2023-10-29T15:22:58,565113,the+lord+of+the+rings+the+two+towers+2002,22
1698607378039001767,2023-10-29T15:22:58,206223,pulp+fiction+1994,38
1698607378037757058,2023-10-29T15:22:58,111364,the+lord+of+the+rings+the+two+towers+2002,52
1698607378037745038,2023-10-29T15:22:58,446315,one+flew+over+the+cuckoos+nest+1975,38
1698607378037731613,2023-10-29T15:22:58,242420,pulp+fiction+1994,114
1698607378037716255,2023-10-29T15:22:58,245394,coming+to+america+1988,93
1698607378037709315,2023-10-29T15:22:58,128654,the+lord+of+the+rings+the+two+towers+2002,31
1698607378037703646,2023-10-29T15:22:58,417144,pulp+fiction+1994,7
1698607378037513837,2023-10-29T15:22:58,10982,the+count+of+monte+cristo+2002,108
1698607378036672242,2023-10-29T15:22:58,574331,the+lord+of+the+rings+the+two+towers+2002,16
1698607378036472456,2023-10-29T15:22:58,345928,whiplash+2014,45
1698607378036428073,2023-10-29T15:22:58,565749,pulp+fiction+1994,106
1698607378036385362,2023-10-29T15:22:58,236776,seven+samurai+1954,159
1698607378036330986,2023-10-29T15:22:58,147604,a+shot+in+the+dark+1964,31
1698607378036292402,2023-10-29T15:22:58,476435,the+lord+of+the+rings+the+return+of+the+king+2003,27
1698607378036255065,2023-10-29T15:22:58,33870,the+lord+of+the+rings+the+two+towers+2002,37
1698607378036182196,2023-10-29T15:22:58,11960,the+lord+of+the+rings+the+return+of+the+king+2003,194
1698607378036159863,2023-10-29T15:22:58,247972,the+lord+of+the+rings+the+two+towers+2002,168
1698607378036122126,2023-10-29T15:22:58,222870,pucked+2006,36
1698607378036110787,2023-10-29T15:22:58,239155,one+flew+over+the+cuckoos+nest+1975,20
1698607378036096176,2023-10-29T15:22:58,235912,japn+2002,34
1698607378036083129,2023-10-29T15:22:58,426584,the+lord+of+the+rings+the+two+towers+2002,12
1698607378036060176,2023-10-29T15:22:58,443706,doctor+zhivago+1965,168
1698607378036052615,2023-10-29T15:22:58,223330,whiplash+2014,27
1698607378036047539,2023-10-29T15:22:58,53563,pulp+fiction+1994,20
1698607378036041155,2023-10-29T15:22:58,517580,the+grand+budapest+hotel+2014,73
1698607378035848075,2023-10-29T15:22:58,362874,the+lord+of+the+rings+the+return+of+the+king+2003,153
1698607378035838536,2023-10-29T15:22:58,262322,hellboy+ii+the+golden+army+2008,33
1698607378035829361,2023-10-29T15:22:58,202770,multiplicity+1996,61
1698607378031627493,2023-10-29T15:22:58,262233,the+woman+who+dreamed+of+a+man+2010,25
1698607378029306802,2023-10-29T15:22:58,462410,one+flew+over+the+cuckoos+nest+1975,15
1698607378027579337,2023-10-29T15:22:58,324284,seven+samurai+1954,27
1698607378027325293,2023-10-29T15:22:58,441929,resurrect+dead+the+mystery+of+the+toynbee+tiles+2011,10
1698607378027313267,2023-10-29T15:22:58,302676,whiplash+2014,18
1698607378025556745,2023-10-29T15:22:58,281849,the+lord+of+the+rings+the+two+towers+2002,11
1698607378025501097,2023-10-29T15:22:58,477288,until+death+2007,81
1698607378025485894,2023-10-29T15:22:58,382528,whiplash+2014,8
1698607378025472597,2023-10-29T15:22:58,415091,the+lord+of+the+rings+the+return+of+the+king+2003,177
1698607378025465435,2023-10-29T15:22:58,369724,the+lord+of+the+rings+the+two+towers+2002,33
1698607378025465276,2023-10-29T15:22:58,466713,inglourious+basterds+2009,20
1698607378025451512,2023-10-29T15:22:58,346075,seven+samurai+1954,8
1698607378025430796,2023-10-29T15:22:58,80339,the+lord+of+the+rings+the+two+towers+2002,142
1698607378025423144,2023-10-29T15:22:58,242378,one+flew+over+the+cuckoos+nest+1975,10
1698607378025415455,2023-10-29T15:22:58,337336,the+dark+knight+2008,39
1698607378025407394,2023-10-29T15:22:58,440054,one+flew+over+the+cuckoos+nest+1975,35
1698607378020578848,2023-10-29T15:22:58,217012,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,64
1698607378020571512,2023-10-29T15:22:58,367264,the+lord+of+the+rings+the+two+towers+2002,17
1698607378020565998,2023-10-29T15:22:58,278388,the+lord+of+the+rings+the+return+of+the+king+2003,2
1698607378020561479,2023-10-29T15:22:58,377470,that+obscure+object+of+desire+1977,2
1698607378020516597,2023-10-29T15:22:58,158256,pulp+fiction+1994,47
1698607378020510147,2023-10-29T15:22:58,282705,quantum+of+solace+2008,1
1698607378020503211,2023-10-29T15:22:58,195401,stella+maris+1918,1
1698607378008235276,2023-10-29T15:22:58,309373,the+lord+of+the+rings+the+two+towers+2002,1
1698607377405176894,2023-10-29T15:22:57,72924,pulp+fiction+1994,89
1698607377405087558,2023-10-29T15:22:57,150401,the+lord+of+the+rings+the+two+towers+2002,67
1698607377402055823,2023-10-29T15:22:57,28834,the+lord+of+the+rings+the+two+towers+2002,131
1698607377400771015,2023-10-29T15:22:57,555061,the+lord+of+the+rings+the+two+towers+2002,33
1698607377399950111,2023-10-29T15:22:57,419382,pulp+fiction+1994,36
1698607377399824171,2023-10-29T15:22:57,151304,snowpiercer+2013,38
1698607377398393610,2023-10-29T15:22:57,266803,white+bird+in+a+blizzard+2014,6
1698607377398380531,2023-10-29T15:22:57,323158,the+lord+of+the+rings+the+two+towers+2002,83
1698607377398377181,2023-10-29T15:22:57,363335,the+lord+of+the+rings+the+return+of+the+king+2003,87
1698607377398321683,2023-10-29T15:22:57,367517,despicable+me+2010,30
1698607377398315658,2023-10-29T15:22:57,317738,gandhi+1982,127
1698607377398309405,2023-10-29T15:22:57,525655,interstellar+2014,154
1698607377398302369,2023-10-29T15:22:57,65807,the+lord+of+the+rings+the+two+towers+2002,136
1698607377398289854,2023-10-29T15:22:57,394724,the+dark+knight+rises+2012,13
1698607377398287243,2023-10-29T15:22:57,292456,saving+private+ryan+1998,95
1698607377398284249,2023-10-29T15:22:57,512748,my+neighbor+totoro+1988,16
1698607377398204142,2023-10-29T15:22:57,481719,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,58
1698607377398199989,2023-10-29T15:22:57,538161,one+flew+over+the+cuckoos+nest+1975,41
1698607377398196454,2023-10-29T15:22:57,246460,pulp+fiction+1994,45
1698607377396661412,2023-10-29T15:22:57,245456,fight+club+1999,51
1698607377396651257,2023-10-29T15:22:57,112316,the+lord+of+the+rings+the+return+of+the+king+2003,40
1698607377396646930,2023-10-29T15:22:57,216589,the+lord+of+the+rings+the+return+of+the+king+2003,34
1698607377396643172,2023-10-29T15:22:57,41243,one+flew+over+the+cuckoos+nest+1975,56
1698607377395048021,2023-10-29T15:22:57,125631,interstellar+2014,152
1698607377394957376,2023-10-29T15:22:57,502604,the+lord+of+the+rings+the+two+towers+2002,12
1698607377394952787,2023-10-29T15:22:57,185908,the+lord+of+the+rings+the+two+towers+2002,123
1698607377394948458,2023-10-29T15:22:57,84599,the+lord+of+the+rings+the+two+towers+2002,112
1698607377392731710,2023-10-29T15:22:57,389892,the+lord+of+the+rings+the+two+towers+2002,13
1698607377392044919,2023-10-29T15:22:57,396684,bastard+out+of+carolina+1996,33
1698607377388162206,2023-10-29T15:22:57,412029,stoned+2005,24
1698607377388155188,2023-10-29T15:22:57,11767,salems+lot+2004,42
1698607377388150688,2023-10-29T15:22:57,162103,the+lord+of+the+rings+the+return+of+the+king+2003,34
1698607377388146076,2023-10-29T15:22:57,219007,together+2000,48
1698607377385083390,2023-10-29T15:22:57,123082,the+shawshank+redemption+1994,44
1698607377384916546,2023-10-29T15:22:57,13402,one+flew+over+the+cuckoos+nest+1975,65
1698607377384910207,2023-10-29T15:22:57,510740,the+lord+of+the+rings+the+return+of+the+king+2003,94
1698607377384905266,2023-10-29T15:22:57,101573,the+terminator+1984,100
1698607377382785666,2023-10-29T15:22:57,6772,the+lord+of+the+rings+the+two+towers+2002,172
1698607377382783380,2023-10-29T15:22:57,557832,the+kidnappers+1953,85
1698607377382706266,2023-10-29T15:22:57,514219,interstellar+2014,21
1698607377382703548,2023-10-29T15:22:57,384296,whiplash+2014,24
1698607377382699911,2023-10-29T15:22:57,387924,whiplash+2014,103
1698607377379995530,2023-10-29T15:22:57,108163,the+dark+knight+rises+2012,101
1698607377379925367,2023-10-29T15:22:57,356277,the+lord+of+the+rings+the+return+of+the+king+2003,5
1698607377379922535,2023-10-29T15:22:57,324324,the+lord+of+the+rings+the+two+towers+2002,141
1698607377376442269,2023-10-29T15:22:57,128807,interstellar+2014,48
1698607377373807247,2023-10-29T15:22:57,114409,pulp+fiction+1994,96
1698607377373804664,2023-10-29T15:22:57,53274,interstellar+2014,24
1698607377373714657,2023-10-29T15:22:57,456993,one+flew+over+the+cuckoos+nest+1975,113
1698607377373712053,2023-10-29T15:22:57,441448,lucy+2014,88
1698607377370117562,2023-10-29T15:22:57,350458,one+flew+over+the+cuckoos+nest+1975,59
1698607377369205357,2023-10-29T15:22:57,250981,les+misrables+2000,307
1698607377369169219,2023-10-29T15:22:57,217685,the+lord+of+the+rings+the+two+towers+2002,68
1698607377369155761,2023-10-29T15:22:57,153128,the+lord+of+the+rings+the+return+of+the+king+2003,10
1698607377369123993,2023-10-29T15:22:57,391510,the+lord+of+the+rings+the+return+of+the+king+2003,99
1698607377369115602,2023-10-29T15:22:57,266604,whiplash+2014,15
1698607377369104464,2023-10-29T15:22:57,344202,one+flew+over+the+cuckoos+nest+1975,61
1698607377369094234,2023-10-29T15:22:57,360902,pulp+fiction+1994,106
1698607377369078622,2023-10-29T15:22:57,390739,the+lord+of+the+rings+the+return+of+the+king+2003,177
1698607377369073412,2023-10-29T15:22:57,384637,the+lord+of+the+rings+the+two+towers+2002,81
1698607377369068974,2023-10-29T15:22:57,145481,pulp+fiction+1994,86
1698607377369064960,2023-10-29T15:22:57,124436,seven+samurai+1954,136
1698607377368960094,2023-10-29T15:22:57,20114,amazing+grace+and+chuck+1987,2
1698607377368948681,2023-10-29T15:22:57,224485,the+lord+of+the+rings+the+two+towers+2002,133
1698607377368944636,2023-10-29T15:22:57,9379,the+lord+of+the+rings+the+two+towers+2002,47
1698607377365185924,2023-10-29T15:22:57,166395,interstellar+2014,24
1698607377365181854,2023-10-29T15:22:57,215360,the+eddy+duchin+story+1956,47
1698607377365034314,2023-10-29T15:22:57,280938,the+minister+2011,55
1698607377360455645,2023-10-29T15:22:57,339835,steel+magnolias+1989,119
1698607377360371900,2023-10-29T15:22:57,246821,dillinger+is+dead+1969,21
1698607377358730005,2023-10-29T15:22:57,123442,whiplash+2014,23
1698607377358670564,2023-10-29T15:22:57,481793,the+lord+of+the+rings+the+two+towers+2002,11
1698607377358667839,2023-10-29T15:22:57,538978,the+lord+of+the+rings+the+two+towers+2002,137
1698607377357539919,2023-10-29T15:22:57,320914,the+lord+of+the+rings+the+return+of+the+king+2003,30
1698607377357534731,2023-10-29T15:22:57,460401,the+lord+of+the+rings+the+two+towers+2002,110
1698607377357528480,2023-10-29T15:22:57,418640,the+dark+knight+rises+2012,124
1698607377357526053,2023-10-29T15:22:57,131420,the+abyss+1989,58
1698607377357524402,2023-10-29T15:22:57,519620,steamboy+2004,2
1698607377357510196,2023-10-29T15:22:57,182867,pulp+fiction+1994,122
1698607377357504400,2023-10-29T15:22:57,487070,the+lord+of+the+rings+the+two+towers+2002,67
1698607377357498524,2023-10-29T15:22:57,168691,aliens+1986,85
1698607377357495293,2023-10-29T15:22:57,238394,one+flew+over+the+cuckoos+nest+1975,85
1698607377357492196,2023-10-29T15:22:57,189287,the+lord+of+the+rings+the+two+towers+2002,37
1698607377357489580,2023-10-29T15:22:57,537529,the+lord+of+the+rings+the+two+towers+2002,144
1698607377355926895,2023-10-29T15:22:57,531909,la+estrategia+del+caracol+1993,80
1698607377355834169,2023-10-29T15:22:57,236035,the+lord+of+the+rings+the+return+of+the+king+2003,130
1698607377354685447,2023-10-29T15:22:57,302169,interstellar+2014,1
1698607377352781214,2023-10-29T15:22:57,47801,california+suite+1978,100
1698607377352683087,2023-10-29T15:22:57,227896,pulp+fiction+1994,29
1698607377350806230,2023-10-29T15:22:57,496429,the+lord+of+the+rings+the+return+of+the+king+2003,148
1698607377350783332,2023-10-29T15:22:57,113987,one+flew+over+the+cuckoos+nest+1975,127
1698607377350779952,2023-10-29T15:22:57,192132,pulp+fiction+1994,126
1698607377350776022,2023-10-29T15:22:57,276964,whiplash+2014,41
1698607377350771902,2023-10-29T15:22:57,138060,the+lord+of+the+rings+the+two+towers+2002,135
1698607377350765497,2023-10-29T15:22:57,45193,the+mating+of+millie+1948,8
1698607377350763074,2023-10-29T15:22:57,85302,one+flew+over+the+cuckoos+nest+1975,4
1698607377350761460,2023-10-29T15:22:57,68403,the+lord+of+the+rings+the+return+of+the+king+2003,12
1698607377350759567,2023-10-29T15:22:57,86707,the+lord+of+the+rings+the+two+towers+2002,43
1698607377350694182,2023-10-29T15:22:57,101597,the+lord+of+the+rings+the+return+of+the+king+2003,193
1698607377350691244,2023-10-29T15:22:57,47336,how+to+survive+a+plague+2012,25
1698607377350689130,2023-10-29T15:22:57,229818,the+lord+of+the+rings+the+return+of+the+king+2003,99
1698607377347376338,2023-10-29T15:22:57,33262,the+lord+of+the+rings+the+two+towers+2002,134
1698607377347373732,2023-10-29T15:22:57,518446,interstellar+2014,73
1698607377347312238,2023-10-29T15:22:57,124885,the+lord+of+the+rings+the+two+towers+2002,137
1698607377347309856,2023-10-29T15:22:57,421008,the+lord+of+the+rings+the+two+towers+2002,103
1698607377345399182,2023-10-29T15:22:57,433087,the+lord+of+the+rings+the+return+of+the+king+2003,8
1698607377345312125,2023-10-29T15:22:57,579541,one+flew+over+the+cuckoos+nest+1975,58
1698607377341454815,2023-10-29T15:22:57,418612,pulp+fiction+1994,136
1698607377341382339,2023-10-29T15:22:57,46154,interstellar+2014,65
1698607377341380019,2023-10-29T15:22:57,276389,interstellar+2014,97
1698607377339232055,2023-10-29T15:22:57,307291,one+flew+over+the+cuckoos+nest+1975,94
1698607377339229477,2023-10-29T15:22:57,454546,central+park+1990,92
1698607377339227353,2023-10-29T15:22:57,155388,the+lord+of+the+rings+the+return+of+the+king+2003,68
1698607377339200385,2023-10-29T15:22:57,243409,the+lord+of+the+rings+the+return+of+the+king+2003,201
1698607377339197050,2023-10-29T15:22:57,290102,the+lord+of+the+rings+the+return+of+the+king+2003,36
1698607377339194225,2023-10-29T15:22:57,296045,a+matter+of+dignity+1958,77
1698607377334156361,2023-10-29T15:22:57,340851,the+lord+of+the+rings+the+return+of+the+king+2003,23
1698607377334134696,2023-10-29T15:22:57,131806,the+bride+comes+home+1935,20
1698607377334129959,2023-10-29T15:22:57,231722,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,134
1698607377334126319,2023-10-29T15:22:57,483157,seven+samurai+1954,112
1698607377333979215,2023-10-29T15:22:57,245655,the+golden+coach+1952,31
1698607377333973912,2023-10-29T15:22:57,511493,bolt+2008,56
