userid,movieid,minute
13161,on+moonlight+bay+1951,90
225139,the+avengers+2012,49
114889,the+strangers+2008,44
316479,harry+potter+and+the+goblet+of+fire+2005,129
181592,independence+day+1996,54
61603,inception+2010,13
44550,hiroshima+mon+amour+1959,41
184148,valley+uprising+2014,29
287770,father+goose+1964,31
310152,how+to+train+your+dragon+2+2014,48
127615,kinky+boots+2005,27
87301,le+jour+se+lve+1939,71
238005,the+6th+day+2000,35
178546,close+your+eyes+2002,59
54508,the+mother+and+the+whore+1973,56
48888,princess+mononoke+1997,43
318160,serpico+1973,113
44966,the+lord+of+the+rings+the+return+of+the+king+2003,80
102602,american+pie+1999,58
250012,sun+valley+serenade+1941,28
335961,the+hobbit+the+desolation+of+smaug+2013,11
9804,muppet+treasure+island+1996,98
255259,unraveled+2012,70
251284,back+to+the+future+1985,107
100268,shaun+of+the+dead+2004,97
228739,hamlet+1990,51
207698,attack+of+the+50+foot+cheerleader+2012,82
222990,three+little+words+1950,33
86452,black+eagle+1988,8
268496,phantom+of+the+opera+1943,93
201813,one+flew+over+the+cuckoos+nest+1975,57
101646,speed++angels+2008,53
112427,the+science+of+sleep+2006,80
17302,survive+style+5+2004,36
31869,lean+on+me+1989,31
342210,stavisky+1974,68
301808,maleficent+2014,43
248895,humanity+and+paper+balloons+1937,12
167421,to+kill+a+mockingbird+1962,110
126745,the+thrill+of+brazil+1946,70
224994,land+and+freedom+1995,105
349448,iron+man+2008,106
60942,enemy+2013,20
234658,the+general+1998,4
158709,the+sword+in+the+stone+1963,31
145653,pirates+of+the+caribbean+the+curse+of+the+black+pearl+2003,98
211721,my+neighbor+totoro+1988,72
76255,calloused+hands+2013,26
309162,interstellar+2014,102
81386,the+man+who+shot+liberty+valance+1962,70
139516,the+day+the+earth+stood+still+1951,69
212419,bedevilled+2010,95
8488,true+lies+1994,33
282942,pinocchio+1976,34
43028,is+it+college+yet+2002,46
309788,2001+a+space+odyssey+1968,55
206416,cave+of+forgotten+dreams+2010,44
85644,deep+blue+sea+1999,85
303136,sid++nancy+1986,94
128672,star+wars+episode+ii+-+attack+of+the+clones+2002,121
242426,cold+fish+2010,20
212941,diabolique+1955,76
86664,ballet+shoes+2008,20
3552,hitlers+madman+1943,79
94998,winters+bone+2010,74
175616,terminator+2+judgment+day+1991,130
212574,troy+2004,128
20181,aliens+1986,112
26084,for+me+and+my+gal+1942,11
301973,takva+a+mans+fear+of+god+2006,9
35080,charade+1963,74
64633,bamako+2006,110
193769,the+amazing+spider-man+2012,68
72162,paradise+lost+the+child+murders+at+robin+hood+hills+1996,75
255330,the+shawshank+redemption+1994,116
269973,xiii+2008,84
190424,interstellar+2014,17
178507,abominable+2006,3
182638,everybodys+fine+2009,27
290626,standard+operating+procedure+2008,23
297464,seven+samurai+1954,112
192070,the+flaying+2012,50
52946,blue+is+the+warmest+color+2013,102
224146,toy+story+1995,23
247414,iron+man+2008,112
268046,the+year+of+the+hare+1977,108
32713,up+the+yangtze+2007,86
74740,alaska+1996,83
339922,robocop+1987,99
43025,autumn+ball+2007,67
319538,the+horse+soldiers+1959,14
98438,resurrecting+the+champ+2007,31
145752,whos+the+caboose+1997,12
183648,nightcrawler+2014,5
25787,payback+1999,78
62000,danny+deckchair+2003,41
167025,magnum+cop+1978,14
95664,a+guide+to+recognizing+your+saints+2006,57
27725,the+lord+of+the+rings+the+return+of+the+king+2003,145
272970,womb+2010,112
265580,shrek+2+2004,80
171048,twister+1996,79
132330,indiana+jones+and+the+last+crusade+1989,67
26663,caramel+2007,42
115786,malena+2000,72
286394,from+hell+2001,51
350240,the+naked+gun+2+the+smell+of+fear+1991,36
322976,the+matrix+1999,101
289451,the+incredibles+2004,34
23969,the+princess+and+the+frog+2009,16
217792,show+me+love+1998,31
136268,close+encounters+of+the+third+kind+1977,53
280947,mister+lonely+2008,37
253739,blade+runner+1982,88
322142,megamind+2010,34
292612,stretch+2014,25
42299,blade+runner+1982,87
296561,creature+with+the+atom+brain+1955,23
56608,the+life+and+death+of+colonel+blimp+1943,82
215595,legendary+weapons+of+china+1982,106
122160,in+the+loop+2009,52
153738,aliens+1986,119
55804,the+equalizer+2014,31
210818,harmony+and+me+2010,46
144601,pulp+fiction+1994,94
268793,showgirls+1995,47
173082,back+to+the+future+1985,22
86906,riki-oh+the+story+of+ricky+1991,25
306891,jazz+2001,812
160901,three+kings+1999,92
32487,ghostbusters+1984,22
322669,harry+potter+and+the+deathly+hallows+part+2+2011,56
255199,stephanie+daley+2006,18
52582,the+big+country+1958,15
1633,a+civil+action+1998,10
30819,whisper+of+the+heart+1995,22
284427,wait+until+dark+1967,6
253265,terminator+2+judgment+day+1991,10
306502,inception+2010,49
234152,aliens+1986,47
30206,return+of+the+jedi+1983,5
309604,project+almanac+2015,7
38170,10+things+i+hate+about+you+1999,8
334979,outskirts+1933,8
215551,terminator+2+judgment+day+1991,11
240711,nightwatching+2007,10
149655,harry+potter+and+the+chamber+of+secrets+2002,88
233250,sweeney+todd+the+demon+barber+of+fleet+street+2007,25
159866,big+hero+6+2014,89
90913,like+it+is+1998,33
19177,crooks+in+clover+1963,51
117702,a+tale+of+two+sisters+2003,100
200724,humoresque+1946,112
131966,braveheart+1995,164
261023,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,21
239095,sideways+2004,62
55545,won+ton+ton+the+dog+who+saved+hollywood+1976,54
142952,a+stranger+in+town+1943,54
154333,day+of+the+dead+1985,7
294268,inception+2010,33
261021,waterloo+bridge+1940,14
272672,saving+private+ryan+1998,117
261761,border+run+2012,79
17860,unstoppable+2004,74
70926,mulan+1998,34
215973,taking+woodstock+2009,79
292359,it+follows+2015,82
10901,the+skinny+2012,33
252140,arc+2006,35
307995,endless+love+1981,36
118507,indiana+jones+and+the+last+crusade+1989,26
311921,the+james+dean+story+1957,72
84541,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,54
329568,live+2007,18
86040,the+curse+of+the+were-rabbit+2005,33
199276,monty+python+and+the+holy+grail+1975,29
62459,the+princess+diaries+2+royal+engagement+2004,97
317371,fire+in+the+sky+1993,61
139034,nausica+of+the+valley+of+the+wind+1984,115
81081,slaying+the+badger+2014,4
262864,gone+girl+2014,70
121352,the+dark+house+2009,68
116246,zeitgeist+addendum+2008,25
137183,mr.+sardonicus+1961,59
60404,jewtopia+2012,32
157415,ramona+and+beezus+2010,27
85587,willy+wonka++the+chocolate+factory+1971,32
133561,spirited+away+2001,89
319156,the+hand+that+rocks+the+cradle+1992,23
72497,goodfellas+1990,40
33670,side+by+side+2012,14
213231,despicable+me+2010,76
126366,inglourious+basterds+2009,141
35723,the+lion+king+1994,26
218441,cinderella+2015,95
303929,mind+game+2004,78
33472,e.t.+the+extra-terrestrial+1982,27
320505,the+devil+wears+prada+2006,38
236186,elmer+gantry+1960,120
146632,genocide+1968,15
4614,king+solomons+mines+1950,75
54244,how+to+steal+a+million+1966,15
297691,from+dusk+till+dawn+1996,18
188593,out+of+sight+1998,52
243769,speedy+1928,10
270955,maleficent+2014,84
159983,firepower+1979,88
49228,the+diary+of+anne+frank+1959,17
72499,back+to+the+future+1985,67
70181,dumbo+1941,52
47791,blades+of+glory+2007,93
181632,zulu+2013,94
327340,close+encounters+of+the+third+kind+1977,49
336875,the+lord+of+the+rings+the+two+towers+2002,110
49769,aliens+vs+predator+requiem+2007,57
130432,the+wolf+man+1941,11
335519,suicide+club+2001,96
186403,the+dark+knight+rises+2012,123
5334,in+america+2003,56
27623,saving+private+ryan+1998,151
311846,the+shining+1980,50
19940,state+of+play+2009,100
16613,wild+2014,98
297159,thief+1981,79
8296,the+jackal+1997,11
186231,airplane+1980,30
330233,at+swords+point+1952,55
25537,forbidden+planet+1956,71
97072,origin+spirits+of+the+past+2006,72
153511,private+parts+1997,50
237209,shoot+em+up+2007,44
234048,a+star+is+born+1954,103
251367,beach+red+1967,25
130616,force+majeure+2014,33
240195,chicken+little+2005,50
246004,the+childhood+of+maxim+gorky+1938,97
224644,say+it+isnt+so+2001,81
32590,the+boys+from+brazil+1978,13
137237,beware+of+mr.+baker+2012,89
156486,song+of+the+south+1946,31
42975,bruce+almighty+2003,15
191973,saving+private+ryan+1998,131
309962,ouija+2014,46
115696,the+african+queen+1951,91
56408,inception+2010,129
215295,the+terminator+1984,96
286269,the+story+of+the+last+chrysanthemum+1939,47
297302,wreckers+2011,4
112726,the+last+seduction+1994,105
48924,raiders+of+the+lost+ark+1981,5
262878,the+great+beauty+2013,132
25242,mostly+martha+2001,11
127805,summer+wars+2009,57
25819,titanic+1997,127
44607,reuben_+reuben+1983,72
117055,crown+witness+2007,67
209341,sex+up+your+life+2005,12
88933,white+night+2007,54
222428,aimee++jaguar+1999,48
299192,the+story+of+g.i.+joe+1945,7
214030,second+in+command+2006,15
228277,charlie+wilsons+war+2007,44
254640,night+of+the+eagle+1962,5
235468,inescapable+2012,62
261008,i+am+love+2009,104
3362,my+friends+1975,45
210657,sydney+white+2007,79
204624,all+the+way+boys+1972,101
239424,first+blood+1982,82
203649,forrest+gump+1994,28
32238,metroland+1997,93
351268,le+cercle+rouge+1970,40
224288,ghostbusters+1984,32
152989,asphalt+playground+2012,59
312701,the+good_+the+bad+and+the+ugly+1966,72
284591,drug+war+2012,38
300111,harry+potter+and+the+deathly+hallows+part+2+2011,88
297882,mean+girls+2004,82
25153,akira+1988,51
284343,dirty+harry+1971,32
48206,from+dusk+till+dawn+1996,81
185841,you+are+the+apple+of+my+eye+2011,42
305252,cinderella+2015,58
321298,conversation+piece+1974,7
141192,the+third+man+1949,47
151672,the+egg+and+i+1947,24
240761,snowpiercer+2013,38
288309,headshot+2011,83
352195,louise-michel+2008,89
89210,flaming+creatures+1963,30
228369,concussion+2013,75
6357,the+dark+knight+2008,38
240818,boy+upside+down+2014,59
204890,volcano+2015,43
157633,treasure+planet+2002,60
323704,the+great+mouse+detective+1986,27
323509,john+carter+2012,76
34050,the+lord+of+the+rings+the+two+towers+2002,66
290223,the+jungle+book+1967,72
282273,a+further+gesture+1997,30
49579,watchmen+2009,9
152536,funny+face+1957,14
128647,wreck-it+ralph+2012,68
250931,mystic+river+2003,33
251867,late+phases+2014,24
346828,all+the+presidents+men+1976,39
168745,a+history+of+violence+2005,37
61481,shattered+glass+2003,45
193486,don+jon+2013,11
248404,saboteur+1942,15
314380,ray+2004,15
167621,the+39+steps+1959,74
67924,coraline+2009,4
26901,sex_+lies_+and+videotape+1989,5
312434,edward+scissorhands+1990,5
21606,werckmeister+harmonies+2000,2
87986,magic+1978,11
324669,scott+joplin+1977,7
67806,three+colors+blue+1993,5
52422,housebound+2014,19
322593,the+iron+lady+2011,3
282457,riders+2002,17
50129,rome_+open+city+1945,0
67150,london+after+midnight+1927,0
120122,die+hard+1988,0
114963,the+sword+in+the+stone+1963,0
154050,faust+1926,0
193069,changing+sides+2008,0
54417,please+give+2010,0
313444,the+queen+and+i+2008,0
204471,men+in+black+1997,42
96961,blonde+venus+1932,0
325300,lets+make+love+1960,0
263330,serenity+2005,2
300465,for+love+and+gold+1966,3
134766,forbidden+planet+1956,33
273143,nausica+of+the+valley+of+the+wind+1984,3
84647,the+coven+2015,30
152075,movie+movie+1978,66
295458,the+truman+show+1998,77
300490,red+river+1948,89
239490,memorial+day+2011,14
85606,chappie+2015,88
101459,welcome+to+sarajevo+1997,19
1079,advanced+style+2014,23
86299,rudo++cursi+2008,37
28370,the+cat+returns+2002,54
146569,the+shawshank+redemption+1994,26
205544,the+guard+2011,89
240658,kick-ass+2010,10
141993,crimson+rivers+ii+angels+of+the+apocalypse+2004,23
142383,two+weeks+in+september+1967,85
25214,asterix+the+mansions+of+the+gods+2014,22
168441,the+couch+trip+1988,25
329037,hollow+triumph+1948,19
136604,april+showers+2009,53
214242,inhale+2010,67
264756,the+theatre+bizarre+2011,114
298949,trouble+in+paradise+1932,30
169944,jfk+1991,144
205238,kingsman+the+secret+service+2015,129
67621,forrest+gump+1994,45
211127,a+civil+action+1998,2
95092,my+darling+clementine+1946,95
327519,batman+begins+2005,81
55244,superbad+2007,84
150125,one+hundred+and+one+dalmatians+1961,29
114516,you+are+the+apple+of+my+eye+2011,18
318197,ride+the+high+country+1962,27
67503,into+the+woods+2014,73
336670,insidious+chapter+2+2013,67
144442,avatar+2009,151
116081,beauty+and+the+beast+1991,74
186461,jfk+1991,75
167384,miracle+in+milan+1951,66
242639,a+fistful+of+dollars+1964,54
123813,the+great+debaters+2007,85
97322,bears+2014,63
169759,howls+moving+castle+2004,64
83500,htel+terminus+the+life+and+times+of+klaus+barbie+1988,192
90160,synecdoche_+new+york+2008,82
86663,forrest+gump+1994,136
254263,geronimo+an+american+legend+1993,56
314037,interstellar+2014,94
59305,tonight+and+every+night+1945,20
236706,spirited+away+2001,8
108513,chained+for+life+1952,46
19490,kingsman+the+secret+service+2015,25
15505,the+year+of+the+hare+1977,89
325872,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,98
24925,pdpJ2cg1qd8FD9IbEOG9s3eH8,51
334936,harry+potter+and+the+prisoner+of+azkaban+2004,129
16354,the+last+temptation+of+christ+1988,30
204562,belle+poque+1992,75
331727,the+naked+jungle+1954,24
218928,the+story+of+qiu+ju+1992,63
347732,terminator+salvation+2009,73
210342,mean+girls+2004,28
207285,kinsey+2004,65
274815,dirty+rotten+scoundrels+1988,94
153083,the+little+mermaid+1989,49
202568,ladyhawke+1985,112
289358,the+legend+of+lylah+clare+1968,88
303474,big+hero+6+2014,75
171860,airplane+1980,45
260041,howards+end+1992,58
199133,oliver+twist+1948,115
340602,take+a+girl+like+you+1970,45
34610,blue+is+the+warmest+color+2013,132
185277,the+royal+tenenbaums+2001,13
133537,the+sword+in+the+stone+1963,23
325541,raiders+of+the+lost+ark+1981,39
187529,have+dreams_+will+travel+2007,50
278002,terrors+advocate+2007,135
106939,my+neighbor+totoro+1988,53
132507,greyfriars+bobby+the+true+story+of+a+dog+1961,26
277368,the+gospel+according+to+matthew+1964,107
36406,captain+from+castile+1947,70
118789,the+ring+two+2005,19
94220,kundun+1997,93
72019,the+matrix+1999,2
209574,21+jump+street+2012,64
61655,the+sand+pebbles+1966,132
145642,igby+goes+down+2002,76
56734,the+chronicles+of+narnia+the+lion_+the+witch+and+the+wardrobe+2005,71
328613,the+avengers+2012,94
60953,samurai+ii+duel+at+ichijoji+temple+1955,93
268552,the+swimsuit+issue+2008,62
74566,the+people+under+the+stairs+1991,30
55730,on+the+double+1961,79
101814,my+neighbor+totoro+1988,44
149063,smiley+2012,39
187447,network+1976,111
179296,two+friends+2002,50
165465,harry+brown+2009,16
342807,despicable+me+2010,31
131575,the+life+of+oharu+1952,78
323408,monty+python+and+the+holy+grail+1975,83
177417,monty+python+and+the+holy+grail+1975,24
332116,the+last+lions+2011,19
79024,awesome+i+fuckin+shot+that+2006,36
132589,the+pruitt-igoe+myth+2012,75
113197,despicable+me+2+2013,17
136662,the+matrix+1999,12
260693,the+maze+runner+2014,44
235377,the+hobbit+an+unexpected+journey+2012,104
344835,first+blood+1982,57
330294,monty+python+and+the+holy+grail+1975,28
126914,the+green+mile+1999,38
94079,howls+moving+castle+2004,24
142192,run+sister+run+2010,97
28120,hurricane+streets+1997,4
202000,el+prximo+oriente+2006,81
200397,monsters_+inc.+2001,90
12716,z+1969,86
293417,the+new+adventures+of+pippi+longstocking+1988,1
33592,gone+girl+2014,81
268548,toy+story+3+2010,19
295331,e.t.+the+extra-terrestrial+1982,52
201448,how+to+train+your+dragon+2+2014,70
58033,2001+a+space+odyssey+1968,101
13479,berlin+alexanderplatz+1980,430
134525,titanic+1997,95
63686,dinner+at+eight+1933,62
348010,cohen+and+tate+1988,9
343328,outsourced+2006,95
205137,zatichi+and+the+chest+of+gold+1964,69
138577,journey+to+the+beginning+of+time+1955,5
267870,seven+samurai+1954,95
81653,sunshine+2007,101
243820,guardians+of+the+galaxy+2014,70
77844,quatermass+and+the+pit+1967,78
77801,muxmuschenstill+2004,83
27489,the+big+chill+1983,50
281712,beer+wars+2009,59
293655,jim+jefferies+alcoholocaust+2010,61
333490,maya+lin+a+strong+clear+vision+1995,55
286830,dont+drink+the+water+1994,34
127514,thor+2011,70
180808,babel+2006,140
146767,super+mario+bros.+1993,96
143908,chocolat+2000,101
351723,forrest+gump+1994,136
148010,la+bte+humaine+1938,40
248413,altered+2006,48
27169,harry+potter+and+the+half-blood+prince+2009,145
72625,kevin+smith+burn+in+hell+2012,67
210333,fever+pitch+1997,9
198783,broken+sky+2006,81
204639,the+good_+the+bad+and+the+ugly+1966,25
329965,harry+potter+and+the+goblet+of+fire+2005,111
346229,philanthropy+2002,59
307164,space+pirate+captain+harlock+2013,40
163737,a+tale+of+two+sisters+2003,6
22285,the+godfather+1972,145
28073,pippi+on+the+run+1970,77
262167,call+me+madam+1953,45
84842,bullitt+1968,38
343415,a+cock+and+bull+story+2005,53
103332,grease+1978,108
124212,summer+storm+2004,79
196385,casino+royale+2006,121
273055,eternity+and+a+day+1998,133
349852,harry+potter+and+the+goblet+of+fire+2005,70
133291,one+flew+over+the+cuckoos+nest+1975,92
224312,the+green+mile+1999,7
176862,shrek+2001,14
30582,my+son_+my+son_+what+have+ye+done+2009,85
291118,inception+2010,23
7700,pinocchio+1940,68
289121,interstate+60+2002,45
124574,independence+day+1996,2
330134,the+caretakers+1963,44
94223,cinderella+1914,6
101956,the+winning+team+1952,60
280829,fetching+cody+2005,55
49788,interstellar+2014,167
302275,the+scribbler+2014,86
146081,two+days_+one+night+2014,41
140108,special+delivery+2002,82
138038,eros++massacre+1969,173
267698,labor+pains+2009,18
315452,lourdes+2009,66
333033,raiders+of+the+lost+ark+1981,114
297248,the+three+faces+of+eve+1957,32
326416,ice+age+2002,68
277944,beverly+hills+chihuahua+3+-+viva+la+fiesta+2012,57
233041,inception+2010,57
178842,robots+2005,85
321335,mad+dog+time+1996,5
65937,four+adventures+of+reinette+and+mirabelle+1987,17
233898,george+harrison+living+in+the+material+world+2011,132
337239,martin+1978,85
333583,airplane+1980,55
64469,taboo+2002,41
139746,beauty+and+the+beast+the+enchanted+christmas+1997,58
79454,the+godfather+1972,43
303530,the+godfather+1972,51
265762,the+hunchback+of+notre+dame+1996,53
214405,on+the+occasion+of+remembering+the+turning+gate+2002,22
309193,machete+kills+2013,16
99745,breach+2007,99
84960,inception+2010,40
4127,demon+wind+1990,54
42498,kuch+kuch+hota+hai+1998,19
343787,romper+stomper+1992,81
36389,se7en+1995,21
35180,liberal+arts+2012,40
165904,the+tracker+2002,43
10532,cry+of+the+banshee+1970,45
331755,titanic+1997,75
295085,gladiator+2000,107
351918,the+great+debaters+2007,61
262708,guardians+of+the+galaxy+2014,35
117679,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,6
71670,the+mark+of+zorro+1940,81
292228,aladdin+1992,58
203871,players+2012,137
113391,inglourious+basterds+2009,90
240915,human+resources+1999,39
318008,interstellar+2014,164
304526,tracks+2014,32
87559,venus+in+fur+2013,53
119621,harry+potter+and+the+chamber+of+secrets+2002,130
172618,bob+le+flambeur+1956,22
171342,emperor+2012,54
29999,up+at+the+villa+2000,33
221667,spirit+stallion+of+the+cimarron+2002,71
318913,thelma++louise+1991,108
288677,repentance+2014,41
108778,chronicle+of+an+escape+2006,46
85537,princess+mononoke+1997,50
299631,american+dreamz+2006,34
91906,castle+in+the+sky+1986,77
257639,intacto+2001,66
116287,strange+bedfellows+1965,82
170213,brotherhood+2009,30
78979,airplane+1980,15
120967,toy+story+3+2010,11
261769,die+fighting+2014,11
174409,coffin+rock+2009,77
51961,niagara_+niagara+1997,81
288759,hamlet+1948,54
335261,getting+any+1994,65
263026,nightcrawler+2014,40
129263,the+avengers+2012,58
204631,the+dark+knight+rises+2012,55
88807,at+close+range+1986,73
294711,traffic+2000,7
89914,mansfield+park+1999,9
22000,despicable+me+2010,8
272824,the+equalizer+2014,66
341761,twisted+2004,6
266658,the+hobbit+an+unexpected+journey+2012,5
242828,a+moment+to+remember+2004,124
302559,aliens+1986,13
148309,the+ascent+1977,80
192390,ruby++quentin+2003,63
50550,harry+potter+and+the+half-blood+prince+2009,92
298174,the+sting+1973,53
259173,jesus+is+a+palestinian+1999,80
208401,v+for+vendetta+2006,98
17053,the+hobbit+the+battle+of+the+five+armies+2014,82
108286,superman+doomsday+2007,61
135798,playing+the+victim+2006,82
181768,geronimo+an+american+legend+1993,7
195346,ponyo+2008,40
106065,the+lord+of+the+rings+the+two+towers+2002,139
142126,the+last+command+1928,2
49189,the+american+friend+1977,24
271040,die+hard+1988,30
236173,the+insect+woman+1963,24
249928,the+way+he+looks+2014,26
85323,impulse+2008,8
144982,vlad+the+impaler+the+true+life+of+dracula+1979,65
173060,an+unlikely+weapon+2009,68
110673,house+of+usher+1960,49
245893,around+the+world+under+the+sea+1966,24
25920,pulp+fiction+1994,147
30766,the+razors+edge+1984,52
244965,the+man+from+nowhere+2010,55
351981,the+call+2013,17
300631,daydream+nation+2010,39
349708,a+short+film+about+love+1988,17
246533,corrina_+corrina+1994,28
261707,pulp+fiction+1994,74
218265,blade+runner+1982,53
10357,toy+story+3+2010,70
106590,children+of+a+lesser+god+1986,85
40614,bullhead+2011,2
230120,viaggi+di+nozze+1995,25
285244,train+ride+to+hollywood+1975,41
59497,love+is+strange+2014,58
215436,office+space+1999,13
259184,people+will+talk+1951,58
168328,the+wings+of+the+dove+1997,19
57217,the+dark+knight+2008,51
53247,spirit+stallion+of+the+cimarron+2002,9
101469,come+drink+with+me+1966,77
296179,the+lion+king+1994,18
309657,2001+a+space+odyssey+1968,110
10320,the+ascent+1977,51
316647,master+and+commander+the+far+side+of+the+world+2003,117
146410,pay+it+forward+2000,107
50833,beetlejuice+1988,81
205195,ponyo+2008,88
93688,a+good+woman+2004,37
247830,the+bridge+on+the+river+kwai+1957,7
83250,arachnoquake+2012,18
68105,cold+fish+2010,119
55743,star+wars+episode+i+-+the+phantom+menace+1999,95
339687,achilles+and+the+tortoise+2008,86
109006,rumble+fish+1983,7
40320,decoder+1984,26
338141,tender+mercies+1983,33
126921,la+haine+1995,34
8011,forrest+gump+1994,54
296280,finding+nemo+2003,97
329906,the+shining+1980,61
105298,the+dark+knight+2008,128
311327,early+summer+1951,37
284433,shining+through+1992,38
296251,cool+hand+luke+1967,121
174141,waiting+for+guffman+1996,31
107413,pale+cocoon+2006,8
105369,the+return+of+ringo+1965,26
256729,drunken+angel+1948,45
320406,down+to+the+bone+2004,30
227286,forbidden+planet+1956,36
5411,the+matrix+1999,46
178337,the+house+of+rothschild+1934,31
12354,firewall+2006,48
111402,the+good_+the+bad+and+the+ugly+1966,77
349944,our+hospitality+1923,29
213361,harry+potter+and+the+deathly+hallows+part+1+2010,95
235063,in+the+name+of+the+king+2+two+worlds+2011,30
180431,confessions+2010,34
332038,since+you+went+away+1944,22
196634,leon+the+professional+1994,23
109178,mirrors+2+2010,86
103338,crazy+2005,75
103472,the+dark+knight+rises+2012,86
264451,casino+royale+2006,5
332736,leon+the+professional+1994,4
98853,why+are+the+bells+ringing_+mitica+1981,105
192195,chicago+overcoat+2009,87
50425,the+abominable+dr.+phibes+1971,52
174623,gone+girl+2014,51
152918,lupin+the+3rd+2014,23
49039,the+muppet+movie+1979,76
167559,the+ballad+of+narayama+1983,86
229569,a+man+escaped+1956,78
121912,harry+potter+and+the+deathly+hallows+part+1+2010,38
297043,kingsman+the+secret+service+2015,83
311383,into+the+west+1992,31
269751,the+land+before+time+viii+the+big+freeze+2001,6
102450,the+scent+of+green+papaya+1993,28
94872,carmina+and+amen+2014,59
220321,thor+the+dark+world+2013,54
236107,the+wedding+banquet+1993,82
105862,candy+2006,36
67624,star+wars+1977,90
194193,inception+2010,41
173304,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,12
212608,spider-man+3+2007,51
229904,date+and+switch+2014,81
197111,charlie+countryman+2013,102
237493,smoking++no+smoking+1993,180
137616,walle+2008,62
295641,singin+in+the+rain+1952,35
328298,stealing+time+2001,62
277602,the+day+the+earth+stood+still+1951,49
15507,the+dark+knight+2008,82
313962,gattaca+1997,87
41879,my+name+is+nobody+1973,95
162719,you+dont+mess+with+the+zohan+2008,50
39928,three+colors+red+1994,30
166136,the+hobbit+the+battle+of+the+five+armies+2014,138
277660,from+here+to+eternity+1953,78
206179,resident+evil+2002,88
70771,dial+m+for+murder+1954,100
98206,sarah_+plain+and+tall+1991,25
344432,postcards+from+the+edge+1990,38
33911,the+squid+and+the+whale+2005,13
59397,don+quixote+2000,6
99069,start+the+revolution+without+me+1970,50
68909,east+side_+west+side+1949,25
318801,the+debt+2010,8
296713,wagners+dream+2012,107
125257,princess+mononoke+1997,26
53995,three+days+of+the+condor+1975,97
41002,the+change-up+2011,102
15829,grand+illusion+1937,89
109846,enter+the+ninja+1981,29
256549,apollo+13+1995,129
137337,the+big+sky+1952,12
326274,a+study+in+scarlet+1933,59
66671,the+lumire+brothers+first+films+1996,59
177136,the+lord+of+the+rings+the+two+towers+2002,89
116456,inglourious+basterds+2009,16
40557,the+last+metro+1980,124
343633,cruel+intentions+1999,88
337300,habit+1996,92
137331,dumb+and+dumber+1994,24
146285,masques+1987,94
83328,toy+story+2+1999,13
112304,safety+patrol+1998,15
104691,time+of+the+wolf+2003,3
217337,the+island+2006,67
249763,the+thief+1997,49
169059,charade+1963,112
201785,hum+aapke+hain+koun+1994,78
19961,ten+violent+women+1982,47
214890,thor+the+dark+world+2013,70
240583,la+vie+en+rose+2007,74
300790,homework+1989,61
103520,one+nine+nine+four+2009,53
171239,vera+drake+2004,55
313394,the+puppetmaster+1993,29
194705,because+i+said+so+2007,81
127624,the+night+visitor+1971,56
56735,hamsun+1996,71
312822,dead+silence+1997,90
43164,spirited+away+2001,15
188409,blade+runner+1982,4
157532,harry+potter+and+the+half-blood+prince+2009,88
36756,princess+mononoke+1997,16
100627,the+cat+returns+2002,66
292516,hachi+a+dogs+tale+2009,88
348383,444+last+day+on+earth+2011,7
84675,zapped+again+1990,88
298892,star+wars+1977,74
351616,extraordinary+measures+2010,67
237831,being+human+1994,45
327561,aladdin+1992,46
289537,blood+into+wine+2010,23
15567,dracula+1979,25
93718,shanghai+express+1932,13
2688,1114+2003,39
116536,the+body+2012,27
227820,e.t.+the+extra-terrestrial+1982,87
150244,a+fine+mess+1986,14
12275,tunnel+rats+2008,5
252620,into+the+woods+1991,27
121226,bambi+1942,17
41774,the+gabby+douglas+story+2014,8
239957,apollo+13+1995,15
68623,cinderella+1950,4
173604,seventh+son+2014,2
201951,pal+joey+1957,0
14460,the+mothman+prophecies+2002,0
327776,garfields+halloween+adventure+1985,0
295309,back+to+the+future+1985,0
252723,the+curious+case+of+benjamin+button+2008,0
249086,scarface+1932,2
94387,the+ultimate+warrior+1975,3
165312,wreck-it+ralph+2012,24
139143,silver+linings+playbook+2012,43
81962,bartok+the+magnificent+1999,9
50511,mr.+brooks+2007,12
26373,the+hitch+hikers+guide+to+the+galaxy+1981,149
61135,first+on+the+moon+2005,27
289153,constantine+2005,104
151209,everybodys+all-american+1988,127
58859,ice+princess+2005,98
230348,shutter+island+2010,36
174164,a+christmas+carol+2009,27
321205,twice+upon+a+time+1983,3
345684,the+green+mile+1999,13
120949,back+to+the+future+1985,68
39929,how+to+train+your+dragon+2+2014,30
129042,finding+nemo+2003,65
42081,trust+2010,1
272393,wit+2001,56
231630,winter+break+2003,54
156917,winnebago+man+2009,24
2764,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,123
208050,pygmalion+1938,1
308907,raiders+of+the+lost+ark+1981,52
23985,the+neverending+story+ii+the+next+chapter+1990,89
114197,salton+sea+2002,8
172023,enigma+2001,7
180083,die+hard+1988,108
343039,an+american+werewolf+in+london+1981,53
223309,nightcrawler+2014,17
260867,heavy+metal+in+baghdad+2007,63
